$csv_data = <<<'CSV'
"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Svarttrost","svarttrost","publish","Fugler","Turdus merula","Svarttrost er en vanlig trost med vakker sang, ofte sett i skog, hager og parker.","Svarttrost er en av de mest kjente trostene i Norge. Hannen er svart med gult nebb og gul øyering, mens hunnen er brunere og mer diskret. Arten hekker i skog, hager og parker og lever av mark, insekter, bær og frukt.","Ca. 24–27 cm","Ca. 80–120 g","Hannen er svart med gult nebb og gul øyering. Hunnen er brun med mer diffus flekket underside.","Skog, hager, parker, kratt og kulturlandskap.","Hekker vanlig i store deler av Norge, særlig i lavland, skog og bebygde områder.","Hele året i milde områder, men mange trekker sørover om vinteren.","Meitemark, insekter, larver, bær og frukt.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203723","https://artsdatabanken.no/arter/takson/203723","https://snl.no/svarttrost","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Svømmesnipe","svommesnipe","publish","Fugler","Phalaropus lobatus","Svømmesnipe er en liten vadefugl som ofte svømmer rundt mens den plukker smådyr fra vannoverflaten.","Svømmesnipe er en liten snipe med uvanlig svømmende næringssøk. Hunnene er ofte mer fargerike enn hannene i hekketiden. Arten hekker ved små tjern, myrer og våtmarker, særlig i nordlige og høyereliggende områder.","Ca. 18–19 cm","Ca. 25–45 g","Liten vader med tynn kropp, spisst nebb og svømmende atferd. Hunnen er mer markert farget i sommerdrakt.","Fjell, våtmark, myr, små tjern og grunne vann.","Hekker i Norge særlig i fjell- og nordlige våtmarksområder.","Trekkfugl. Hekker i Norge om sommeren og overvintrer til havs.","Små krepsdyr, insekter, larver og andre smådyr fra vannoverflaten.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","3722","https://artsdatabanken.no/arter/takson/3722","https://snl.no/sv%C3%B8mmesnipe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Sædgås","saedgaas","publish","Fugler","Anser fabalis","Sædgås, i Artsdatabanken behandlet som taigasædgås, er en fåtallig og sky gås i nordlige skog- og våtmarksområder.","Sædgås er en stor brungrå gås med mørkt hode og hals og oransje felt på nebbet. Den norske hekkebestanden gjelder taigasædgås, som hekker i skog- og våtmarksområder fra Trøndelag og nordover. Arten er svært fåtallig og vurdert som sterkt truet.","Ca. 66–88 cm","Ca. 2–4 kg","Stor gråbrun gås med mørkere hode og hals, oransje bein og oransje felt på det mørke nebbet.","Skog, våtmark, myr og skogsvann i nordlige barskog- og bjørkeskogsområder.","Hekker fåtallig fra Trøndelag og nordover til Troms og Finnmark.","Trekkfugl. Hekker i Norge om sommeren og trekker sørover utenom hekketiden.","Planteføde som gras, starr, røtter, korn og andre plantedeler.","EN – Sterkt truet","Finnes i Norge. Svært fåtallig etablert hekkefugl.","203458","https://artsdatabanken.no/arter/takson/203458","https://snl.no/s%C3%A6dg%C3%A5s","https://www.miljolare.no/artstre/?or_id=3159","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Taffeland","taffeland","publish","Fugler","Aythya ferina","Taffeland er en dykkand som forekommer fåtallig i Norge og ikke regnes som etablert hekkefugl i rødlistesammenheng.","Taffeland er en mellomstor dykkand. Hannen har rødbrunt hode, svart bryst og lys grå kropp, mens hunnen er mer brunlig. Arten forekommer i Norge, men Artsdatabanken vurderer den som ikke egnet for ordinær rødlistekategori fordi den ikke har etablert fast hekkebestand.","Ca. 42–49 cm","Ca. 700–1100 g","Hannen har rødbrunt hode, svart bryst og lys grå kropp. Hunnen er brunlig med lysere ansikt.","Ferskvann, våtmark og næringsrike innsjøer.","Forekommer fåtallig i Norge, særlig i Sør-Norge, men uten stabil etablert hekkebestand.","Ses helst under trekk og i milde perioder. Fåtallig og uregelmessig hekkende.","Vannplanter, frø, bløtdyr, krepsdyr og insekter som tas ved dykking.","NA – Ikke egnet","Finnes i Norge, men er ikke egnet for ordinær rødlistekategori i Artsdatabanken-visningen.","3448","https://artsdatabanken.no/arter/takson/3448","https://snl.no/taffeland","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Taksvale","taksvale","publish","Fugler","Delichon urbicum","Taksvale er en kolonihekkende svale som bygger leirereir under takskjegg, broer eller bergvegger.","Taksvale er en liten svale med blåsvart overside, hvit underside og hvit overgump. Den hekker i kolonier på bygninger, broer og naturlige bergvegger. Arten lever av flygende insekter og overvintrer i Afrika sør for Sahara.","Ca. 12–13 cm","Ca. 15–25 g","Blåsvart overside, hvit underside og tydelig hvit overgump. Kortere og mindre kløftet stjert enn låvesvale.","Berg og ur, semi-naturlig mark og sterkt endret mark, særlig bygninger og broer.","Hekker i Norge over hele landet, men mer spredt i Nord-Norge enn i Sør-Norge.","Trekkfugl. Ses i Norge vår til høst.","Flygende insekter som fanges i lufta.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","203662","https://artsdatabanken.no/arter/takson/203662","https://snl.no/taksvale","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Teist","teist","publish","Fugler","Cepphus grylle","Teist er en svart alkefugl med hvitt vingespeil og røde bein, knyttet til kyst og skjærgård.","Teist er en mellomstor alkefugl som hekker skjult i steinur, hulrom og bergsprekker nær sjøen. I sommerdrakt er den nesten helt svart med hvitt vingespeil og røde bein. Arten lever av fisk og marine smådyr som den fanger ved dykking.","Ca. 30–35 cm","Ca. 300–500 g","Svart sjøfugl med hvitt vingespeil, røde bein og rødt gap i sommerdrakt. Vinterdrakten er lysere.","Saltvann, kyst, fjæresone, holmer, skjær og steinur.","Hekker spredt langs norskekysten.","Hele året i kystområder, med hekking i sommerhalvåret.","Småfisk, krepsdyr og andre marine smådyr som tas ved dykking.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","3562","https://artsdatabanken.no/arter/takson/3562","https://snl.no/teist","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Temmincksnipe","temmincksnipe","publish","Fugler","Calidris temminckii","Temmincksnipe er en liten og diskret vadefugl som hekker ved fuktige fjell- og lavlandsområder.","Temmincksnipe er en liten snipe med gråbrun overside, lys underside og kort, rett nebb. Den hekker i fjellnære våtmarker, vierregion og enkelte lavlandsområder fra Vestlandet og nordover. Arten søker smådyr på bløte flater, elvekanter og fuktige myrområder.","Ca. 13–15 cm","Ca. 20–30 g","Liten gråbrun snipe med korte bein, kort nebb og hvite sider på stjerten i flukt.","Fjell, våtmark, myr, elvemunninger og fuktige kantsoner.","Hekker fra Vestlandet og nordover til Finnmark, særlig i fjell- og vierregionen.","Trekkfugl. Hekker i Norge om sommeren og ses under trekk.","Insekter, larver, små krepsdyr og andre små virvelløse dyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3692","https://artsdatabanken.no/arter/takson/3692","https://snl.no/temmincksnipe","https://www.miljolare.no/artstre/?or_id=3227","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Tjeld","tjeld","publish","Fugler","Haematopus ostralegus","Tjeld er en karakteristisk svart-hvit vadefugl med langt rødt nebb og rosa bein.","Tjeld er en stor og lett gjenkjennelig vadefugl langs kysten. Den har svart og hvit fjærdrakt, langt rødt nebb og rosa bein. Arten hekker på strandenger, holmer, skjær, jorder og enkelte steder i innlandet, og lever av muslinger, mark og andre smådyr.","Ca. 40–45 cm","Ca. 450–650 g","Svart-hvit fjærdrakt, langt rødt nebb, rosa bein og høylytte fløytende rop.","Kyst, fjæresone, strandenger, våtmark, semi-naturlig mark og enkelte innlandsområder.","Hekker langs hele norskekysten og lokalt i innlandet.","Trekkfugl eller delvis overvintrende langs kysten.","Muslinger, børstemark, snegler, insekter og andre smådyr.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","203529","https://artsdatabanken.no/arter/takson/203529","https://snl.no/tjeld","https://www.miljolare.no/artstre/?or_id=472","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Toppand","toppand","publish","Fugler","Aythya fuligula","Toppand er en mellomstor dykkand med markant nakketopp hos hannen.","Toppand er en dykkand som hekker ved næringsrike innsjøer og dammer. Hannen har svart hode og bryst, hvite sider og tydelig nakketopp, mens hunnen er brunlig. Arten dykker etter skjell, snegler, krepsdyr og insekter.","40–47 cm","500–1000 g","Hannen er svart og hvit med markant nakketopp. Hunnen er brunlig med mindre tydelig topp.","Ferskvann, våtmark, næringsrike innsjøer og dammer.","Hekker spredt over store deler av Norge.","Hekker vår og sommer. Mange trekker, men en del overvintrer i Norge.","Skjell, snegler, krepsdyr, insekter og vannplanter som tas ved dykking.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3449","https://artsdatabanken.no/arter/takson/3449","https://snl.no/toppand","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Toppdykker","toppdykker","publish","Fugler","Podiceps cristatus","Toppdykker er en stor dykker med svarte hodetopper og oransjebrun krage i sommerdrakt.","Toppdykker er en elegant vannfugl som hekker i næringsrike innsjøer med takrør og god tilgang på fisk. Den er kjent for sitt karakteristiske utseende og sin kurtiseatferd på vannet. Arten lever primært av fisk.","Ca. 46–51 cm","Ca. 700–1200 g","Sommerdrakt med to svarte topper på hodet, svart og oransjebrun halskrage, hvit strupe og brunlig kropp.","Ferskvann, næringsrike innsjøer, våtmark og skjermede vannområder med takrør.","Hekker særlig på Sørøstlandet og Jæren, med mer spredte forekomster andre steder.","Hekker vår og sommer. Noen overvintrer i Norge, men mange trekker sørover.","Primært fisk, men også vannlevende insekter og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203526","https://artsdatabanken.no/arter/takson/203526","https://snl.no/toppdykker","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Topplerke","topplerke","publish","Fugler","Galerida cristata","Topplerke er en tidligere hekkefugl i Norge og regnes nå som regionalt utdødd.","Topplerke er en brunstripet lerke med tydelig topp på hodet. Arten hekker ikke lenger i Norge og vurderes som regionalt utdødd. Tidligere forekom den i åpne, tørre og menneskepåvirkede miljøer, blant annet i by- og industriområder.","Ca. 17–19 cm","Ca. 35–45 g","Brunstripet lerke med tydelig topp på hodet, lys underside og relativt kraftig nebb.","Åpne tørre områder, sterkt endret mark, sand- og grusflater der arten tidligere forekom.","Tidligere hekkefugl i Norge, men hekker ikke lenger fast her.","Regnes ikke som nåværende etablert hekkefugl i Norge.","Frø, insekter og andre smådyr.","RE – Regionalt utdødd","Finnes i Norge som historisk art, men er regionalt utdødd som hekkefugl.","203658","https://artsdatabanken.no/arter/takson/203658","https://snl.no/topplerke","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Toppmeis","toppmeis","publish","Fugler","Lophophanes cristatus","Toppmeis er en liten meis med tydelig fjærtopp, knyttet særlig til barskog.","Toppmeis er en liten skogmeis med karakteristisk spiss fjærtopp på hodet. Den lever særlig i barskog og blandingsskog, hekker i hulrom og bruker gjerne morken ved. Arten spiser insekter og frø, og kan hamstre mat.","Ca. 11–12 cm","Ca. 10–13 g","Tydelig spiss topp på hodet, svart-hvitt hode- og ansiktsmønster og brungrå overside.","Skog, særlig barskog og blandingsskog.","Hekker i store deler av Norge i egnede barskogsområder.","Hele året. Standfugl.","Insekter, edderkopper, larver og frø. Kan besøke fuglematere.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203639","https://artsdatabanken.no/arter/takson/203639","https://snl.no/toppmeis","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Toppskarv","toppskarv","publish","Fugler","Gulosus aristotelis","Toppskarv er en mindre skarv som hekker langs ytre kyststrøk.","Toppskarv er en kysttilknyttet skarv med mørk fjærdrakt og grønnlig glans. I hekketiden har den en liten fjærtopp på hodet. Arten hekker i kolonier i steinur og bergsprekker langs ytre kyst og lever av fisk.","Ca. 68–78 cm","Ca. 1,5–2,3 kg","Mørk skarv med grønnlig glans og liten topp på hodet i hekketiden. Slankere og mer marin enn storskarv.","Saltvann, kyst, fuglefjell, steinur og ytre skjærgård.","Hekker spredt i ytre kyststrøk langs hele norskekysten, med tyngdepunkt i Midt-Norge.","Hele året langs kysten. Hekker i sommerhalvåret.","Fisk som fanges ved dykking.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203576","https://artsdatabanken.no/arter/takson/203576","https://snl.no/toppskarv","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Tornirisk","tornirisk","publish","Fugler","Linaria cannabina","Tornirisk er en liten fink i åpne buskrike områder, kystlandskap og kulturlandskap.","Tornirisk er en liten frøspisende fink. Hannen i sommerdrakt har rødlig panne og bryst, mens hunnen er mer brunstripet. Arten trives i åpne områder med busker og kratt, kystlynghei, jordbrukslandskap og skogkanter.","Ca. 13–14 cm","Ca. 15–22 g","Brunstripet fink. Hannen har rød panne og rødlig bryst i sommerdrakt; hunnen er mer diskret.","Kyst, semi-naturlig mark, kratt, skogkanter og kulturlandskap.","Hekker spredt i Norge, særlig i Sør-Norge og langs kysten.","Trekkfugl eller delvis overvintrende i milde områder.","Frø fra urter, gras og busker, samt insekter i hekketiden.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203761","https://artsdatabanken.no/arter/takson/203761","https://snl.no/tornirisk","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Tornsanger","tornsanger","publish","Fugler","Curruca communis","Tornsanger er en vanlig sanger i busker, kratt og åpne kantsoner.","Tornsanger er en liten sangfugl med gråbrun overside, lys underside og hvit strupe. Den holder til i busker, kratt, hekker, kystlynghei og skogkanter. Arten lever av insekter og andre smådyr, og tar også bær senere på sommeren.","Ca. 13–15 cm","Ca. 12–17 g","Gråbrun overside, hvit strupe, lys underside og ofte rødbrune vingepartier. Hannen har gråere hode enn hunnen.","Kyst, semi-naturlig mark, buskmark, kratt og skogkanter.","Hekker vanlig i store deler av Norge i buskrike områder.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og bær.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203709","https://artsdatabanken.no/arter/takson/203709","https://snl.no/tornsanger","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Tornskate","tornskate","publish","Fugler","Lanius collurio","Tornskate er en insekt- og smådyrspisende spurvefugl som ofte sitter synlig på busker og stolper.","Tornskate er en karakteristisk fugl i åpne landskap med busker, einer, hekker og kantsoner. Den jakter store insekter, småfugl og smågnagere fra synlige utkikksposter, og kan lagre byttedyr på torner eller piggtråd.","Ca. 16–18 cm","Ca. 25–35 g","Hannen har grått hode, svart øyemaske, rødbrun rygg og lys underside. Hunnen er brunere og mer tverrstripet.","Semi-naturlig mark, kystlynghei, kratt, skogkanter og kulturlandskap.","Hekker spredt i Norge i åpne, buskrike områder.","Trekkfugl. Ses i Norge vår til høst.","Store insekter, edderkopper, smågnagere, småfugl og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203620","https://artsdatabanken.no/arter/takson/203620","https://snl.no/tornskate","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
"Trane","trane","publish","Fugler","Grus grus","Trane er en stor, langbeint fugl som hekker i myrer og våtmark, og trekker i store flokker.","Trane er en høy og elegant fugl med lange bein og lang hals. Den hekker i myrer, skogmyrer og andre våtmarksområder, og er kjent for trompetaktige rop og danselignende kurtise. Norske traner overvintrer hovedsakelig i Sørvest-Europa.","Ca. 110–120 cm","Ca. 4–7 kg","Stor grå fugl med lang hals og lange bein, svart-hvitt hode og rød panneflekk hos voksne fugler.","Våtmark, myr, skogmyr, ferskvann og åpne jordbruksområder under trekk.","Hekker i store deler av Norge, særlig på Østlandet, i Midt-Norge og økende også nordover og vestover.","Trekkfugl. Hekker i Norge vår og sommer.","Altetende: røtter, frø, korn, bær, insekter, smådyr og amfibier.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203523","https://artsdatabanken.no/arter/takson/203523","https://snl.no/trane","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
